gene	chromosome	start	end	log2	depth	weight	n_bins	segment_weight	segment_probes
FER1L6	chr8	125043436	125143439	-1.14897	0.00572636	4.06324	5	9.46638	13
FER1L6-AS2	chr8	125143439	125203440	-1.14897	0.00464121	1.91601	3	9.46638	13
LOC101927588	chr8	125203440	125263442	-1.14897	0.00572238	1.873	3	9.46638	13
TMEM65	chr8	125383445	125403446	-0.498782	0.00354982	0.487612	1	27.1955	35
TRMT12	chr8	125443447	125483448	-0.498782	0.0123189	1.86212	2	27.1955	35
TATDN1	chr8	125483448	125563450	-0.498782	0.0101157	3.70316	4	27.1955	35
MTSS1	chr8	125563450	125743455	-0.498782	0.00920937	6.71793	9	27.1955	35
MIR4662A	chr8	125823457	125843458	-0.498782	0.00534973	0.854322	1	27.1955	35
LINC00964	chr8	125943460	125963461	-0.498782	0.00539973	0.783019	1	27.1955	35
ZNF572	chr8	125983462	126003462	-0.498782	0.00345	0.337478	1	27.1955	35
SQLE	chr8	126003462	126043463	-0.498782	0.0044822	1.92596	2	27.1955	35
WASHC5	chr8	126043463	126083464	-0.498782	0.00925078	1.63693	2	27.1955	35
NSMCE2	chr8	126123465	126283470	-1.14461	0.00384138	5.86691	7	5.86691	7
NSMCE2	chr8	126343471	126383473	-0.901918	0.0052756	1.93452	2	15.7715	19
TRIB1	chr8	126443474	126463475	-0.901918	0.0158992	0.579985	1	15.7715	19
LINC00861	chr8	126923487	126963489	-0.739438	0.00712592	1.89123	2	10.1488	12
LRATD2	chr8	127563505	127583506	-1.08921	0.00539973	0.995195	1	5.79677	7
PCAT1	chr8	128023518	128043518	-0.661723	0.0017	0.752609	1	39.0385	47
PRNCR1	chr8	128083519	128123520	-0.661723	0.0070323	1.90937	2	39.0385	47
CASC19	chr8	128183522	128223523	-0.661723	0.00396751	1.5155	2	39.0385	47
CCAT1	chr8	128223523	128243524	-0.661723	0.00349983	0.576735	1	39.0385	47
CASC21	chr8	128243524	128423529	-0.661723	0.0066886	6.68184	9	39.0385	47
CASC8	chr8	128423529	128503531	-0.661723	0.00520178	3.69358	4	39.0385	47
CASC11	chr8	128703536	128743537	-0.661723	0.00821077	1.90628	2	39.0385	47
PVT1	chr8	128843540	129123548	-0.790229	0.00991271	11.2113	14	20.41	25
MIR1208	chr8	129143548	129163549	-0.790229	0.00539973	0.580174	1	20.41	25
LINC00824	chr8	129563560	129583560	-0.537483	0.0036	0.989998	1	4.394	5
LINC00976	chr8	129963571	129983571	-0.884078	0.00525	0.803148	1	8.30755	10
LINC00977	chr8	130223578	130263579	-1.00674	0.00365472	1.88714	2	4.6105	5
GSDMC	chr8	130743592	130803594	-1.17673	0.00343627	2.8816	3	4.99682	7
FAM49B	chr8	130843595	130863596	-1.17673	0.00179991	0.360877	1	4.99682	7
FAM49B	chr8	130963598	131043601	-0.983958	0.00620903	3.12572	4	40.0014	49
ASAP1	chr8	131063601	131463612	-0.983958	0.0049793	16.3181	20	40.0014	49
ADCY8	chr8	131783621	131943625	-0.983958	0.006996	7.00727	8	40.0014	49
ADCY8	chr8	131983626	132063629	-0.601602	0.00587324	3.12499	4	13.7076	16
EFR3A	chr8	132963653	133043656	-1.3828	0.0025884	2.16482	3	4.08501	6
OC90	chr8	133043656	133083657	-1.3828	0.00455262	1.3251	2	4.08501	6
HHLA1	chr8	133083657	133103657	-1.3828	0.00525	0.595089	1	4.08501	6
HHLA1	chr8	133103657	133123658	-1.18987	0.0142993	0.58563	1	24.4168	32
KCNQ3	chr8	133143658	133503668	-1.18987	0.00507639	13.8123	17	24.4168	32
LRRC6	chr8	133563670	133703674	-1.18987	0.00479136	4.49758	7	24.4168	32
TMEM71	chr8	133703674	133783676	-1.18987	0.00436803	2.9122	4	24.4168	32
TG	chr8	133963681	134163686	-0.834042	0.00836558	6.99608	9	21.8895	27
CCN4	chr8	134183687	134243689	-0.834042	0.00634741	2.54516	3	21.8895	27
NDRG1	chr8	134263689	134323691	-0.834042	0.00483709	2.25076	3	21.8895	27
ST3GAL1	chr8	134463695	134563697	-0.834042	0.00822386	4.13146	5	21.8895	27
LOC105375773	chr8	134663700	134703701	-1.17519	0.00407065	1.75179	2	20.2302	25
LOC101927798	chr8	134783703	134803704	-1.17519	0.00359982	0.994674	1	20.2302	25
LOC101927822	chr8	134883706	134923707	-1.17519	0.00444305	1.85642	2	20.2302	25
ZFAT	chr8	135483723	135503723	-0.605816	0.00355	0.999806	1	5.41336	6
ZFAT	chr8	135643727	135743730	-1.30153	0.00600322	4.14917	5	5.14385	6
LOC101927845	chr8	135843732	135903734	-0.88512	0.00559839	1.34885	2	16.0407	21
LINC01591	chr8	136243743	136323746	-0.88512	0.00551597	3.02401	4	16.0407	21
KHDRBS3	chr8	136483750	136583753	-0.803052	0.00448686	3.87939	5	6.42908	9
LINC02055	chr8	137603781	137843787	-1.90542	0.00339067	6.06994	8	6.06994	8
LOC101927915	chr8	138403803	138443804	-1.23817	0.00343467	1.70843	2	11.2064	13
LOC401478	chr8	138803814	138883816	-0.463301	0.00619043	2.66662	4	3.56017	5
LOC401478	chr8	138883816	139103822	-0.506374	0.00624586	8.65454	10	9.42352	11
FAM135B	chr8	139123823	139143823	-0.506374	0.00535	0.76898	1	9.42352	11
FAM135B	chr8	139223825	139423831	-1.43215	0.00422387	7.01686	10	7.01686	10
COL22A1	chr8	139583835	139943845	-1.09582	0.00662123	14.4141	17	53.1621	64
KCNK9	chr8	140603863	140723867	-1.09582	0.005325	5.19114	6	53.1621	64
TRAPPC9	chr8	140743867	141023875	-1.09582	0.00675357	9.04319	11	53.1621	64
TRAPPC9	chr8	141123878	141303882	-0.765213	0.00764076	7.68698	9	7.68698	9
TRAPPC9	chr8	141343884	141483887	-1.10697	0.00650947	4.77203	6	4.77203	6
CHRAC1	chr8	141503888	141523889	-0.805472	0.00714964	0.743311	1	8.37577	9
AGO2	chr8	141543889	141663892	-0.805472	0.00740642	5.68859	6	8.37577	9
PTK2	chr8	141663892	141683893	-0.805472	0.00524974	0.944038	1	8.37577	9
PTK2	chr8	141763895	142023902	-1.33711	0.0037912	8.0482	9	13.4102	16
DENND3	chr8	142123905	142163906	-1.33711	0.00806356	1.70901	2	13.4102	16
SLC45A4	chr8	142243908	142283909	-1.36078	0.0069773	1.86625	2	15.3774	18
LINC01300	chr8	142343911	142363912	-1.36078	0.00529974	0.941524	1	15.3774	18
GPR20	chr8	142363912	142383912	-1.36078	0.0035	0.909697	1	15.3774	18
PTP4A3	chr8	142383912	142423913	-1.36078	0.00345915	1.73352	2	15.3774	18
MROH5	chr8	142443914	142523916	-1.36078	0.00379974	3.33602	4	15.3774	18
MIR1302-7	chr8	142863925	142883926	-0.722488	0.00169992	0.728687	1	14.3984	17
MIR4539	chr8	143063931	143083931	-0.722488	0.00645	0.945482	1	14.3984	17
MIR4472-1	chr8	143243936	143263936	-1.34654	0.0018	0.728706	1	9.81418	12
LINC00051	chr8	143263936	143303937	-1.34654	0.00538276	1.43843	2	9.81418	12
TSNARE1	chr8	143303937	143423941	-1.34654	0.00393465	4.53066	5	9.81418	12
ADGRB1	chr8	143563945	143643947	-1.58516	0.00431238	2.6345	3	6.20807	8
ARC	chr8	143683948	143703948	-1.58516	0.0017	0.317042	1	6.20807	8
JRK	chr8	143743950	143763950	-1.58516	0.0036	0.953326	1	6.20807	8
LNCOC1	chr8	143763950	143783951	-1.58516	0.00179991	0.581244	1	6.20807	8
GML	chr8	143903954	143943955	-0.740077	0.00427723	1.53512	2	30.6733	38
CYP11B1	chr8	143943955	143963956	-0.740077	0.00899955	0.558334	1	30.6733	38
CYP11B2	chr8	143983956	144003957	-0.740077	0.00354982	0.926322	1	30.6733	38
LY6E-DT	chr8	144043958	144103959	-0.740077	0.00663561	2.34643	3	30.6733	38
C8orf31	chr8	144103959	144123960	-0.740077	0.0107495	0.952492	1	30.6733	38
LY6L	chr8	144143961	144183962	-0.740077	0.0074831	1.08529	2	30.6733	38
LY6H	chr8	144223963	144243963	-0.740077	0.0018	0.945482	1	30.6733	38
ZFP41	chr8	144343966	144363967	-0.740077	0.00529974	0.947507	1	30.6733	38
ZNF696	chr8	144363967	144383967	-0.740077	0.0071	0.873776	1	30.6733	38
TOP1MT	chr8	144383967	144443969	-0.740077	0.00684469	2.11515	3	30.6733	38
ZC3H3	chr8	144523971	144583973	-0.740077	0.00829774	2.74882	3	30.6733	38
GSDMD	chr8	144623974	144663975	-0.740077	0.00867554	1.65314	2	30.6733	38
TIGD5	chr8	144683975	144703976	-0.740077	0.0104995	0.876121	1	30.6733	38
ZNF623	chr8	144723976	144743977	-0.740077	0.00894955	0.950823	1	30.6733	38
BREA2	chr8	144763978	144783978	-0.740077	0.00715	0.947464	1	30.6733	38
MAPK15	chr8	144783978	144803979	-0.740077	0.00349983	0.949477	1	30.6733	38
FAM83H-AS1	chr8	144823979	144843980	-0.740077	0.00349983	0.812117	1	30.6733	38
SCRIB	chr8	144863980	144883981	-0.740077	0.00179991	0.705876	1	30.6733	38
SCRIB	chr8	144883981	144903981	-2.22629	0	0.334079	1	4.59209	6
PUF60	chr8	144903981	144923982	-2.22629	0.00349983	0.735966	1	4.59209	6
EPPK1	chr8	144923982	144963983	-2.22629	0.00175693	1.65843	2	4.59209	6
PLEC	chr8	144983984	145003984	-2.22629	0.0053	0.909722	1	4.59209	6
PLEC	chr8	145043985	145063986	-1.03757	0.00714964	0.862069	1	32.5759	41
GRINA	chr8	145063986	145083986	-1.03757	0.0018	0.998737	1	32.5759	41
OPLAH	chr8	145103987	145123987	-1.03757	0.0088	0.427173	1	32.5759	41
GPAA1	chr8	145123987	145143988	-1.03757	0.0105995	0.732119	1	32.5759	41
WDR97	chr8	145143988	145163989	-1.03757	0.00179991	0.988514	1	32.5759	41
MROH1	chr8	145203990	145283992	-1.03757	0.00773496	3.43286	4	32.5759	41
BOP1	chr8	145503998	145523998	-1.03757	0.0036	0.947464	1	32.5759	41
DGAT1	chr8	145523998	145543999	-1.03757	0.00179991	0.713645	1	32.5759	41
SLC52A2	chr8	145564000	145604001	-1.03757	0.00354976	1.19319	2	32.5759	41
CPSF1	chr8	145604001	145644002	-1.03757	0.0092843	1.31325	2	32.5759	41
TONSL	chr8	145644002	145684003	-1.03757	0.00355103	1.85363	2	32.5759	41
ARHGAP39	chr8	145764005	145904009	-1.03757	0.00604773	4.89601	6	32.5759	41
ZNF251	chr8	145944010	145964011	-1.03757	0.00874956	0.952479	1	32.5759	41
ZNF34	chr8	145984011	146024012	-1.03757	0.00907489	1.81564	2	32.5759	41
LOC100130027	chr8	146024012	146064013	-1.03757	0.00525008	1.89654	2	32.5759	41
ZNF7	chr8	146064013	146084014	-1.03757	0.0106995	0.946357	1	32.5759	41
ZNF250	chr8	146084014	146144015	-1.03757	0.0069657	2.43874	3	32.5759	41
ZNF16	chr8	146144015	146184017	-1.03757	0.00404832	1.17115	2	32.5759	41
ZNF252P	chr8	146184017	146244018	-1.03757	0.00645693	2.02445	3	32.5759	41
RFX3	chr9	3519837	3539836	-0.480013	0.00890045	0.569851	1	4.8369	6
PTPRD	chr9	9559556	9819544	-0.717014	0.00481206	7.28503	9	7.28503	9
PTPRD	chr9	10119530	10259523	-1.06834	0.00631463	5.5228	7	5.5228	7
LINC01235	chr9	13419376	13439375	-0.521392	0.00165008	0.996604	1	7.22799	8
FREM1	chr9	14759314	14919306	-1.86255	0.00476887	5.04635	6	7.95571	10
LOC389705	chr9	14979304	14999303	-1.86255	0.00180009	0.883541	1	7.95571	10
CNTLN	chr9	17119204	17339194	-0.710445	0.00469213	7.12314	9	7.12314	9
SH3GL2	chr9	17559184	17799172	-0.62314	0.00711143	7.92684	11	15.6984	20
LINC01243	chr9	31358542	31378541	-1.66285	0.0104505	0.333633	1	4.45809	7
CNTNAP3	chr9	39278173	39298172	-0.557488	0.00720036	0.936337	1	3.61233	5
SPATA31A1	chr9	39338170	39358169	-0.557488	0.00355018	0.907477	1	3.61233	5
FAM74A1	chr9	41298079	41318078	-0.780641	0.00705035	0.882213	1	5.56723	7
FAM74A6	chr9	41498070	41538068	-0.482154	0.0103815	1.47191	2	13.279	17
ZNF658B	chr9	41578066	41618064	-0.482154	0.00573357	1.58423	2	13.279	17
GLIDR	chr9	41938049	41958048	-0.482154	0.00540027	0.83937	1	13.279	17
FGF7P3	chr9	41958048	41998047	-0.482154	0.00445257	1.54791	2	13.279	17
SPATA31A6	chr9	43617971	43637970	-0.586683	0.00885044	0.999795	1	11.4193	14
CNTNAP3B	chr9	43697967	43857960	-0.586683	0.00566097	5.48106	6	11.4193	14
LOC101927827	chr9	44377936	44397935	-0.734638	0.0107005	0.456663	1	14.3369	18
PTGER4P2-CDK2AP2P2	chr9	66476908	66496907	-0.402126	0.0231012	0.682907	1	31.3408	39
LERFS	chr9	66536905	66556904	-0.402126	0.0143007	0.818271	1	31.3408	39
LOC101928381	chr9	66916887	66936886	-1.15728	0.00715036	0.994622	1	6.16317	7
LOC101929583	chr9	67016883	67036882	-1.15728	0.019401	0.950736	1	6.16317	7
C9orf135	chr9	72416631	72476629	0.773861	0.0137048	1.69407	3	3.68534	5
KLF9	chr9	72996604	73036602	-0.436812	0.0126984	1.71598	2	4.45977	5
PTCSC2	chr9	100455327	100635318	-0.409094	0.0105763	7.28434	9	12.105	15
TRMO	chr9	100655317	100695316	-0.409094	0.00706682	1.79878	2	12.105	15
ANP32B	chr9	100755313	100795311	-0.409094	0.0116728	1.50483	2	12.105	15
LINC01502	chr9	138473558	138493557	-1.0898	0	0.594861	1	14.8831	17
GLT6D1	chr9	138513556	138533555	-1.0898	0.00180009	0.774133	1	14.8831	17
LCN9	chr9	138553554	138573553	-1.0898	0.0141007	0.721291	1	14.8831	17
KCNT1	chr9	138593552	138693548	-1.0898	0.00412106	2.40138	3	14.8831	17
CAMSAP1	chr9	138693548	138813542	-1.0898	0.00707454	5.61822	6	14.8831	17
UBAC1	chr9	138833541	138853540	-1.0898	0.0177009	0.932666	1	14.8831	17
NACC2	chr9	138913538	138933537	-1.0898	0.0161508	0.952164	1	14.8831	17
NACC2	chr9	138933537	138993534	-1.78595	0.00625013	1.29315	3	4.45857	7
TMEM250	chr9	138993534	139013533	-1.78595	0.00695035	0.317094	1	4.45857	7
LHX3	chr9	139073530	139093529	-1.78595	0.00710036	0.994682	1	4.45857	7
EXD3	chr9	140293473	140313472	-0.668043	0.0161508	0.72873	1	12.3926	17
NSMF	chr9	140353471	140373470	-0.668043	0.00715036	0.913131	1	12.3926	17
PNPLA7	chr9	140373470	140453466	-0.668043	0.00805439	2.69753	4	12.3926	17
DPH7	chr9	140453466	140473465	-0.668043	0.0124006	0.944245	1	12.3926	17
ZMYND19	chr9	140473465	140493464	-0.668043	0.00180009	0.945439	1	12.3926	17
EHMT1	chr9	140493464	140673456	-0.668043	0.00900633	6.16354	9	12.3926	17
EHMT1	chr9	140693455	140733453	-0.727267	0.00698901	1.88276	2	4.20713	5
CACNA1B	chr9	140753452	140793450	-0.727267	0.00633416	1.80805	2	4.20713	5
LOC101928272	chr10	9219643	9279641	0.449185	0.00799142	1.57931	2	6.09631	8
LINC01516	chr10	25419015	25459014	-0.46494	0.00678303	1.56557	2	4.52358	6
GPR158	chr10	25459014	25559010	-0.46494	0.00758452	2.95801	4	4.52358	6
FAM238B	chr10	26918957	26958955	-0.803515	0.00307155	1.49097	2	32.6854	40
PDSS1	chr10	26978955	27038952	-0.803515	0.00480549	2.92969	3	32.6854	40
ABI1	chr10	27058952	27158948	-0.803515	0.00482142	3.94973	5	32.6854	40
FAM238C	chr10	27218945	27238945	-0.803515	0.00525	0.812064	1	32.6854	40
ANKRD26	chr10	27298942	27398938	-0.803515	0.00581429	3.67356	4	32.6854	40
YME1L1	chr10	27398938	27458936	-0.803515	0.00622999	2.04892	3	32.6854	40
ACBD5	chr10	27458936	27538933	-0.803515	0.00550078	3.25044	4	32.6854	40
ARMC4P1	chr10	27538933	27638929	-0.803515	0.00712553	3.06195	4	32.6854	40
PTCHD3	chr10	27698927	27718926	-0.803515	0.0107505	0.859149	1	32.6854	40
RAB18	chr10	27778924	27798923	-0.803515	0.00890045	0.922711	1	32.6854	40
ZFAND4	chr10	46098214	46178210	-0.599433	0.0046597	3.5192	4	18.8014	25
AGAP10P	chr10	46178210	46198210	-0.599433	0.0071	0.699201	1	18.8014	25
WASHC2C	chr10	46218209	46298206	-0.599433	0.00823979	2.01048	3	18.8014	25
FAM25E	chr10	46298206	46318205	-0.599433	0.00355018	0.581403	1	18.8014	25
AGAP4	chr10	46338204	46358203	-0.599433	0.00715036	0.997513	1	18.8014	25
PTPN20	chr10	46538196	46638193	-0.599433	0.00505548	3.22172	4	18.8014	25
FRMPD2B	chr10	48838107	48858107	-0.807989	0.00705	0.885636	1	5.17238	6
BMS1P1	chr10	48918104	48938103	-0.807989	0.00705035	0.996102	1	5.17238	6
GLUD1P2	chr10	48978102	48998101	-0.807989	0.00535027	0.995939	1	5.17238	6
PCDH15	chr10	56177823	56297818	-0.595079	0.0029492	3.49526	5	3.49526	5
PCDH15	chr10	57357777	57397775	-0.826545	0.00648113	1.7197	2	5.05167	7
ZWINT	chr10	58117748	58137747	-0.469581	0.00700035	0.818271	1	14.2159	18
ANK3	chr10	61877602	62017596	0.450973	0.00857602	4.82816	6	4.82816	6
ADK	chr10	75937057	76097051	-0.580788	0.00542671	4.89419	6	4.89419	6
CDHR1	chr10	85956668	85996667	-0.696016	0.00777043	1.74839	2	7.20348	9
RGR	chr10	85996667	86036665	-0.696016	0.0147353	0.906872	2	7.20348	9
LINC00858	chr10	86036665	86056665	-0.696016	0.01065	0.997859	1	7.20348	9
CCSER2	chr10	86076664	86136661	-0.696016	0.0048435	2.55702	3	7.20348	9
LINC02624	chr10	107935816	107955816	-0.811144	0.00175	0.992708	1	9.72686	12
NHLRC2	chr10	115655517	115695516	-0.448469	0.00439002	1.86743	2	34.3694	44
ADRB1	chr10	115795512	115815511	-0.448469	0.00180009	0.590486	1	34.3694	44
CCDC186	chr10	115895508	115915507	-0.448469	0.0107505	0.995167	1	34.3694	44
TDRD1	chr10	115935506	115995504	-0.448469	0.00731305	2.05626	3	34.3694	44
VWA2	chr10	115995504	116055502	-0.448469	0.00922659	2.32139	3	34.3694	44
AFAP1L2	chr10	116055502	116175497	-0.448469	0.0104331	4.8813	6	34.3694	44
ABLIM1	chr10	116175497	116535483	-0.448469	0.00934959	11.5798	16	34.3694	44
LOC101927692	chr10	116535483	116555482	-0.448469	0.00695035	0.868078	1	34.3694	44
FAM160B1	chr10	116595481	116655478	-0.448469	0.00798455	2.66777	3	34.3694	44
LUZP2	chr11	24501183	24581187	-0.622076	0.00173331	1.72687	3	3.89036	6
METTL15	chr11	28181360	28361369	0.482481	0.00793773	5.45561	7	5.45561	7
MIR8068	chr11	28481375	28501376	0.471308	0.00534973	0.884786	1	7.06325	8
HIPK3	chr11	33321608	33361610	-0.615349	0.0107065	1.73496	2	4.44864	5
KIAA1549L	chr11	33381611	33441614	-0.615349	0.0047511	2.71368	3	4.44864	5
TTC17	chr11	43402095	43522101	-0.467494	0.00801839	4.67196	6	24.8752	31
MIR670	chr11	43562103	43582104	-0.467494	0.0103995	0.794427	1	24.8752	31
MIR670HG	chr11	43582104	43602105	-0.467494	0.00534973	0.567764	1	24.8752	31
MIR129-2	chr11	43602105	43622106	-0.467494	0.0105995	0.994713	1	24.8752	31
HSD17B12	chr11	43702109	43882118	-0.467494	0.00471893	8.25005	9	24.8752	31
ALKBH3	chr11	43902119	43942121	-0.467494	0.00868236	0.877213	2	24.8752	31
ALKBH3-AS1	chr11	43942121	43962122	-0.467494	0.0124994	0.812186	1	24.8752	31
C11orf96	chr11	43962122	43982123	-0.467494	0.00884956	0.807344	1	24.8752	31
TRIM49B	chr11	49042367	49062368	-0.787619	0.00884956	0.999821	1	13.0917	17
FOLH1	chr11	49182374	49202375	-0.787619	0.0104995	0.995182	1	13.0917	17
OR4A5	chr11	51402481	51422482	-1.65713	0.00534973	0.879569	1	4.74991	6
EMSY	chr11	76223679	76283682	-0.407178	0.00795874	2.64881	3	30.1244	38
LRRC32	chr11	76363686	76383687	-0.407178	0.00354982	0.713645	1	30.1244	38
GUCY2EP	chr11	76383687	76443689	-0.407178	0.0174531	2.3861	3	30.1244	38
TSKU	chr11	76483691	76523693	-0.407178	0.0124709	1.69922	2	30.1244	38
ACER3	chr11	76563695	76703702	-0.407178	0.00754855	4.42492	6	30.1244	38
B3GNT6	chr11	76743704	76763705	-0.407178	0.0104995	0.809016	1	30.1244	38
CAPN5	chr11	76763705	76843709	-0.407178	0.0109977	2.58549	4	30.1244	38
MYO7A	chr11	76843709	76943714	-0.407178	0.00813827	4.0468	5	30.1244	38
GDPD4	chr11	76943714	77023717	-0.407178	0.00452748	3.73121	4	30.1244	38
PAK1	chr11	77023717	77043718	-0.407178	0.00709965	0.924371	1	30.1244	38
DLG2	chr11	84084058	84184063	-6.62627	0.00175959	4.04564	5	4.04564	5
DISC1FP1	chr11	90624374	90664376	0.447336	0.0050413	1.33791	2	4.32922	5
LINC02552	chr11	104425040	104485043	0.400358	0.00697503	1.06936	2	4.47883	6
GRIA4	chr11	105505092	105605097	-6.14166	0.00264216	3.9552	5	3.9552	5
GRIA4	chr11	105605097	105865109	-1.04898	0.00450768	5.79635	8	6.78118	10
MSANTD4	chr11	105865109	105905111	-1.04898	0.00410934	0.984839	2	6.78118	10
UBE4A	chr11	118225706	118285709	-1.43773	0.00234279	2.09517	3	4.96815	6
LOC100131626	chr11	118285709	118305710	-1.43773	0.00339983	0.942442	1	4.96815	6
KMT2A	chr11	118305710	118345712	-1.43773	0.0079673	1.93053	2	4.96815	6
MIR100HG	chr11	121905883	121925884	0.46034	0.0124494	0.998623	1	3.89784	5
OR6T1	chr11	123805975	123825976	-2.20714	0.00354982	0.995156	1	4.51529	5
SKP1P2	chr12	17138963	17158961	0.507769	0.00890089	0.9975	1	8.65487	12
LINC02378	chr12	17738926	17758925	-0.575505	0	0.593518	1	14.5625	18
MIR3974	chr12	17818921	17838920	-0.575505	0.00180009	0.9975	1	14.5625	18
PIK3C2G	chr12	18418885	18478881	0.540191	0.00895204	1.63459	2	5.6307	7
CCDC91	chr12	28358283	28498275	-5.49972	0.0023409	5.28971	7	5.28971	7
LOC100288798	chr12	46837164	47057151	-0.829912	0.00771434	7.39937	9	11.8694	14
LOC100507377	chr12	74515488	74535487	0.789983	0.00710036	0.997525	1	4.7962	6
NAV3	chr12	78595241	78615240	-0.612913	0.0107005	0.828263	1	12.1496	15
PPFIA2	chr12	81855043	82075030	0.906056	0.00849949	4.14199	6	4.14199	6
MGAT4C	chr12	86714749	87234718	-0.501959	0.00509175	14.3643	19	15.1833	20
MED13L	chr12	116432949	116612938	-0.837699	0.00433282	6.44304	7	6.44304	7
MPHOSPH9	chr12	123632513	123732507	-0.86588	0.00612252	3.97541	5	4.6411	6
CDK2AP1	chr12	123732507	123752506	-0.86588	0.0142507	0.66569	1	4.6411	6
POLE	chr12	133191934	133271930	-0.508689	0.00926972	3.26398	4	23.2911	29
PGAM5	chr12	133271930	133291928	-0.508689	0.00890089	0.948736	1	23.2911	29
ANKLE2	chr12	133311927	133351925	-0.508689	0.00534966	1.6382	2	23.2911	29
GOLGA3	chr12	133371924	133411921	-0.508689	0.0133848	1.75632	2	23.2911	29
CHFR	chr12	133411921	133471918	-0.508689	0.0105339	2.31864	3	23.2911	29
ZNF605	chr12	133491916	133531914	-0.508689	0.00697081	1.80467	2	23.2911	29
ZNF26	chr12	133551913	133611909	-0.508689	0.011126	2.23678	3	23.2911	29
ZNF84	chr12	133611909	133651907	-0.508689	0.0105645	1.85421	2	23.2911	29
ZNF140	chr12	133651907	133691904	-0.508689	0.00279801	1.72933	2	23.2911	29
ZNF10	chr12	133691904	133751901	-0.508689	0.00661788	1.90108	3	23.2911	29
ZNF268	chr12	133751901	133791898	-0.508689	0.00281667	1.29358	2	23.2911	29
ANHX	chr12	133791898	133831896	-0.508689	0.0159419	1.7288	2	23.2911	29
N4BP2L2	chr13	33062836	33122841	-0.918947	0.00657555	2.43919	3	5.00579	7
PDS5B	chr13	33142843	33202848	-0.918947	0.00350337	1.99655	3	5.00579	7
PDS5B	chr13	33202848	33362862	-0.497659	0.00494151	5.31762	7	24.1688	32
LINC00423	chr13	33382863	33502874	-0.497659	0.0119703	3.35696	5	24.1688	32
KL	chr13	33582881	33642886	-0.497659	0.00771432	2.6829	3	24.1688	32
STARD13	chr13	33662887	33982915	-0.497659	0.00875719	9.44268	12	24.1688	32
LINC00445	chr13	36263110	36283112	-0.481788	0.0124988	0.818083	1	3.22853	5
DCLK1	chr13	36323116	36363119	-0.481788	0.00851452	1.26653	2	3.22853	5
SERTM1	chr13	37243194	37283198	-0.469984	0.0124351	1.6819	2	11.9326	16
RFXAP	chr13	37383206	37423210	-0.469984	0.0105771	0.923727	2	11.9326	16
SMAD9	chr13	37423210	37503217	-0.469984	0.00887713	2.791	4	11.9326	16
ALG5	chr13	37523219	37563222	-0.469984	0.00321898	1.4456	2	11.9326	16
LINC01048	chr13	38043263	38063265	-0.90644	0.00709929	0.808132	1	13.1814	16
LINC00547	chr13	38103268	38143272	-0.90644	0.00875635	1.55041	2	13.1814	16
POSTN	chr13	38143272	38183275	-0.90644	0.00267313	1.99156	2	13.1814	16
TRPC4	chr13	38223279	38263282	-0.90644	0.0011385	1.56936	2	13.1814	16
LINC00407	chr13	45203877	45283884	-0.622191	0.00771559	3.29078	4	8.02963	10
LINC00330	chr13	45363891	45383893	-0.622191	0.00719928	0.82742	1	8.02963	10
ZC3H13	chr13	46523990	46563994	-0.427533	0.00523159	1.81834	2	5.30207	6
ZC3H13	chr13	46603997	46644001	-0.778763	0.00277663	1.52562	2	4.06938	6
CPB2	chr13	46644001	46684004	-0.778763	0.00758331	1.70189	2	4.06938	6
LCP1	chr13	46684004	46744009	-0.778763	0.00486095	0.841868	2	4.06938	6
LRCH1	chr13	47184047	47324059	-0.533755	0.0066375	5.21239	7	6.36944	9
ESD	chr13	47344061	47384064	-0.533755	0.0071341	1.15705	2	6.36944	9
FNDC3A	chr13	49764268	49784270	-0.598443	0	0.57669	1	26.3939	32
MLNR	chr13	49784270	49804272	-0.598443	0.00359964	0.895882	1	26.3939	32
CDADC1	chr13	49804272	49884279	-0.598443	0.00806967	3.72948	4	26.3939	32
CAB39L	chr13	49884279	50024291	-0.598443	0.00458948	4.81466	6	26.3939	32
SETDB2-PHF11	chr13	50024291	50084296	-0.598443	0.0102102	1.73449	2	26.3939	32
RCBTB1	chr13	50104297	50164303	-0.598443	0.00976268	1.84012	3	26.3939	32
ARL11	chr13	50184304	50224308	-0.598443	0.00878663	1.9927	2	26.3939	32
EBPL	chr13	50224308	50284313	-0.598443	0.00595349	2.62408	3	26.3939	32
KPNA3	chr13	50284313	50384321	-0.598443	0.00859038	3.25242	4	26.3939	32
CTAGE10P	chr13	50464328	50484330	-0.598443	0.0105489	0.67921	1	26.3939	32
LINC00458	chr13	54684690	54724694	-0.610571	0.00336882	1.8114	2	4.07472	5
LINC00376	chr13	63745467	63885479	-1.30957	0.00345083	4.5484	6	8.8348	12
LINC00395	chr13	64265512	64325517	-0.980951	0.00484798	1.4587	2	7.38814	10
LOC102723968	chr13	64385522	64425526	-0.980951	0.00521352	1.37041	2	7.38814	10
LINC00355	chr13	64545536	64605541	-0.980951	0.00743005	2.08083	3	7.38814	10
PCDH9	chr13	67125757	67345776	0.434324	0.00702668	7.24166	9	7.24166	9
DACH1	chr13	72026177	72406210	-0.837302	0.00318405	7.96349	10	14.7963	19
MYCBP2	chr13	77646659	77766670	-3.32992	0.00274877	3.82605	5	3.82605	5
OBI1-AS1	chr13	78826761	79006776	-0.431234	0.00493944	6.03309	8	6.03309	8
